X;Y;OBJECTID;id;airport_ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;scheduled_service;gps_code;iata_code;local_code;description;frequency_mhz;runway_length_ft;runway_width_ft;runway_surface;runway_lighted;runway_closed
-119.032.084.715;4.700.482.239;707;7139;0CO2;small_airport;Crested Butte Airpark;8980;NA;US;US-CO;Crested Butte;no;0CO2;CSE;0CO2;;;4000;40;ASPH;1;0
-11.637.895.831;48.498.831.812;708;7140;0CO3;closed;Greggs Nr 1 Airport;5373;NA;US;US-CO;Bennett;no;;;;;;4200;30;DIRT;0;0
-116.936.669.649;49.520.390.437;709;7141;0CO4;heliport;Geo-Seis Helicopters Heliport;4935;NA;US;US-CO;Fort Collins;no;0CO4;;0CO4;;;120;108;CONC;0;0
-120.462.157.719;46.104.659.933;710;7143;0CO6;small_airport;Flying M & M Ranch Airport;8000;NA;US;US-CO;Norwood;no;0CO6;;0CO6;;;4500;150;TURF;0;0
-116.929.994.149;49.513.937.458;711;7144;0CO7;heliport;Century Helicopters Heliport;4935;NA;US;US-CO;Fort Collins;no;0CO7;;0CO7;;;152;64;ASPH;0;0
-11.689.993.741;48.962.584.236;712;7145;0CO8;small_airport;Cartwheel Airport;5010;NA;US;US-CO;Mead;no;0CO8;;0CO8;;;2000;30;DIRT;0;0
-118.036.505.063;45.312.666.753;713;7146;0CO9;small_airport;Van Treese Airport;7613;NA;US;US-CO;Monte Vista;no;0CO9;;0CO9;;;2600;50;GRVL-DIRT;0;0
-81.798.339.958;51.432.051.431;714;7147;0CT0;heliport;Sharon Hospital Heliport;640;NA;US;US-CT;Sharon;no;0CT0;;0CT0;;;36;36;CONC;0;0
-80.991.834.364;50.841.144.605;715;7148;0CT1;heliport;Bristol-Myers Squibb Company Heliport;350;NA;US;US-CT;Wallingford;no;0CT1;;0CT1;;;50;50;ASPH;0;0
-80.401.502.702;51.186.810.915;716;7149;0CT2;heliport;Windham Hospital Heliport;330;NA;US;US-CT;Willimantic;no;0CT2;;0CT2;;;40;40;ASPH;0;0
-81.027.122.792;51.104.225.147;717;7150;0CT3;heliport;N B G H Heliport;431;NA;US;US-CT;New Britain;no;0CT3;;0CT3;;;60;60;CONC;0;0
-80.928.153.827;51.272.605.302;718;7152;0CT5;heliport;St Francis Hospital Heliport;184;NA;US;US-CT;Hartford;no;0CT5;;0CT5;;;50;50;CONC;0;0
-80.934.277.281;5100772.35;719;7153;0CT6;heliport;Middletown Heliport;113;NA;US;US-CT;Middletown;no;0CT6;;0CT6;;;65;65;ASPH;0;0
-8.144.879.787;50.401.716.462;720;7154;0CT7;heliport;Bridgeport Hospital Heliport;80;NA;US;US-CT;Bridgeport;no;0CT7;;0CT7;;;66;48;CONC;0;0
-8.175.878.369;50.723.079.395;721;7155;0CT8;heliport;Danbury Hospital Heliport;510;NA;US;US-CT;Danbury;no;0CT8;;0CT8;;;60;60;ASPH;0;0
-80.905.562.438;51.242.755.802;722;7156;0CT9;heliport;Hartford Hospital Heliport;211;NA;US;US-CT;Hartford;no;0CT9;;0CT9;;;60;75;CONC;0;0
-107.964.627.469;49.352.414.503;723;7157;0D6;closed;Wilber Municipal Airport;1400;NA;US;US-NE;Wilber;no;;;;;;2150;300;Turf;0;0
-93.318.128.997;49.815.040.766;724;7158;0D7;small_airport;Ada Airport;949;NA;US;US-OH;Ada;no;0D7;;0D7;;;1955;110;TURF-G;0;0
-103.797.017.204;49.762.320.179;725;7159;0,00E+00;small_airport;Corydon Airport;1020;NA;US;US-IA;Corydon;no;K0E9;;0,00E+00;;;3270;80;TURF-F;0;0
-89.434.541.992;29.764.752.524;726;7160;0FA0;heliport;Doral Resort & Country Club Heliport;6;NA;US;US-FL;Miami;no;0FA0;;0FA0;;;200;150;TURF;0;0
-91.148.847.679;3.161.491.615;727;7161;0FA1;small_airport;Ott's Landing Airport;65;NA;US;US-FL;Arcadia;no;0FA1;;0FA1;;;1800;75;TURF;0;0
-93.055.003.603;35.189.522.813;728;45349;0FA2;heliport;Doctors Memorial Hospital #2 Heliport;57;NA;US;US-FL;Perry;no;0FA2;;0FA2;;;50;50;CONC;1;0
-9.024.796.353;31.329.381.523;729;345994;0FA3;heliport;Brighton Helipad;24;NA;US;US-FL;Brighton;no;0FA3;;0FA3;;;20;20;CON;0;0
-90.630.392.735;30.485.099.927;730;347505;0FA6;heliport;Immokalee Helipad;72;NA;US;US-FL;Immokalee;no;0FA6;;0FA6;;;45;45;Roof/Top;0;0
-90.417.398.475;34.097.459.792;731;7162;0FD0;small_airport;The 2A Ranch Airport;40;NA;US;US-FL;Ormond Beach;no;0FD0;;0FD0;;;4000;75;TURF;0;0
-95.592.179.626;35.310.672.181;732;7163;0FD1;heliport;Panhandle Helicopter LLC Heliport;20;NA;US;US-FL;Panama City Beach;no;0FD1;;0FD1;;;50;40;ASPH;0;0
-89.319.420.941;29.941.295.961;733;7164;0FD2;heliport;Hard Rock Stadium Heliport;8;NA;US;US-FL;Miami Gardens;no;0FD2;;0FD2;;;48;48;CONC;0;0
-95.839.183.556;35.675.184.647;734;7165;0FD3;small_airport;Dugger Field;70;NA;US;US-FL;Freeport;no;0FD3;;0FD3;;;2100;50;TURF;0;0
-96.118.144.738;36.094.206.348;735;7167;0FD5;small_airport;Breezy Knoll Airport;235;NA;US;US-FL;Defuniak Springs;no;0FD5;;0FD5;;;2100;100;TURF;0;0
-89.597.047.064;32.373.165.669;736;7168;0FD6;seaplane_base;Fulton Seaplane Base;;NA;US;US-FL;Sebastian;no;0FD6;;0FD6;;;3000;100;WATER;0;0
-95.856.543.254;35.876.495.995;737;7169;0FD9;small_airport;Joy Farms Airport;290;NA;US;US-FL;Defuniak Springs;no;0FD9;;0FD9;;;1975;60;TURF;0;0
-90.364.207.795;30.870.166.488;738;7170;0FL0;small_airport;Harper's Fly-In Ranch Airport;30;NA;US;US-FL;Clewiston;no;0FL0;;0FL0;;;2300;100;TURF;0;0
-92.212.170.342;35.014.032.663;739;7171;0FL1;closed;Thompson Airfield;110;NA;US;US-FL;Branford;no;;;;;;2575;50;TURF;0;0
-90.351.573.956;33.486.653.325;740;7172;0FL2;seaplane_base;Alligator Drink Seaplane Base;19;NA;US;US-FL;Geneva;no;0FL2;;0FL2;;;2000;100;WATER;0;0
-92.374.802.644;34.525.950.308;741;7173;0FL3;heliport;Old Town Ems Heliport;25;NA;US;US-FL;Old Town;no;0FL3;;0FL3;;;60;60;CONC;1;0
-95.042.692.735;35.944.967.387;742;7174;0FL4;heliport;Jackson Heliport;110;NA;US;US-FL;Alford;no;0FL4;;0FL4;;;100;100;CONC;0;0
-90.558.072.835;33.069.166.475;743;7175;0FL5;seaplane_base;Lake Conway South Seaplane Base;80;NA;US;US-FL;Belle Isle;no;0FL5;;0FL5;;;2000;100;WATER;0;0
-91.439.349.249;32.245.618.167;744;7176;0FL6;small_airport;Stanchester Airport;96;NA;US;US-FL;Lithia;no;27FA;;27FA;;;500;60;TURF;0;0
-90.635.664.911;33.261.388.503;745;7177;0FL7;heliport;Wcpx Tv-6 Heliport;114;NA;US;US-FL;Orlando;no;0FL7;;0FL7;;;35;35;CONC;0;0
-90.927.875.177;35.284.982.003;746;7178;0FL8;seaplane_base;Gary Gale Seaplane Base;;NA;US;US-FL;Jacksonville;no;0FL8;;0FL8;;;2000;100;WATER;0;0
-90.200.780.764;30.478.439.982;747;7179;0FL9;small_airport;Mc Daniel Ranch Inc. Airport;18;NA;US;US-FL;Clewiston;no;0FL9;;0FL9;;;3400;116;TURF;0;0
-87.612.112.798;5.327.693.002;748;7180;0G0;small_airport;North Buffalo Suburban Airport;588;NA;US;US-NY;Lockport;no;K0G0;;0G0;;;2830;50;ASPH-F;1;0
-100.614.451.961;60.780.058.396;749;7181;0G5;seaplane_base;Grand Marais/Cook County Seaplane Base;1635;NA;US;US-MN;Grand Marais;no;0G5;;0G5;;;3000;2000;WATER;0;0
-93.917.030.099;39.426.797.162;750;7182;0GA0;small_airport;Halls Flying Ranch Airport;800;NA;US;US-GA;Hampton;no;0GA0;;0GA0;;;2150;50;TURF;0;0
-92.280.632.225;40.931.544.582;751;7183;0GA1;small_airport;Mustang Field;693;NA;US;US-GA;Hartwell;no;0GA1;;0GA1;;;2000;75;TURF;0;0
-92.334.732.655;40.796.582.289;752;7184;0GA2;small_airport;Airnautique, Inc. Airport;720;NA;US;US-GA;Hartwell;no;0GA2;;0GA2;;;2600;60;TURF;1;0
-94.689.247.916;39.979.736.415;753;7185;0GA3;small_airport;Ayresouth Airport;1287;NA;US;US-GA;Temple;no;0GA3;;0GA3;;;2000;100;TURF;0;0
-93.830.197.634;4.090.035.222;754;7187;0GA5;heliport;Big Canoe Heliport;1475;NA;US;US-GA;Jasper;no;0GA5;;0GA5;;;100;100;TURF;0;0
-93.306.663.442;39.930.598.808;755;7188;0GA6;small_airport;Sunset Strip;780;NA;US;US-GA;Jersey;no;0GA6;;0GA6;;;2100;150;TURF;0;0
-92.856.533.196;36.172.148.544;756;7190;0GA8;small_airport;Paso Fino Farm Airport;200;NA;US;US-GA;Valdosta;no;0GA8;;0GA8;;;3000;100;TURF;0;0
-9.353.898.105;38.573.904.563;757;7191;0GA9;small_airport;Roberta Industrial Park Airport;505;NA;US;US-GA;Roberta;no;0GA9;;0GA9;;;4400;100;TURF;0;0
-94.399.814.862;39.995.808.634;758;7192;0GE0;small_airport;Pinewood Airport;1085;NA;US;US-GA;Douglasville;no;0GE0;;0GE0;;;2000;30;TURF;0;0
-92.892.884.328;37.194.820.357;759;7193;0GE1;small_airport;Crystal Lake Airpark;327;NA;US;US-GA;Irwinville;no;0GE1;;0GE1;;;3000;40;GRVL-TRTD-P;0;0
-95.133.304.586;41.509.379.519;760;7194;0GE3;small_airport;Lookout Mountain Airport;563;NA;US;US-GA;Trenton;no;0GE3;;0GE3;;;2000;50;TURF;0;0
-93.805.262.178;39.393.750.809;761;7195;0GE4;small_airport;Pecan Patch Airstrip;860;NA;US;US-GA;Sunnyside;no;0GE4;;0GE4;;;1045;80;TURF;0;0
-93.189.443.013;41.044.895.638;762;7196;0GE5;small_airport;Mountain Airpark;1438;NA;US;US-GA;Cleveland;no;0GE5;;0GE5;;;2500;200;TURF;0;0
-91.696.644.836;39.645.707.243;763;7197;0GE7;small_airport;Carpenter Airport;450;NA;US;US-GA;Appling;no;0GE7;;0GE7;;;3000;90;TURF;0;0
-91.057.784.153;38.547.445.743;764;7198;0GE9;small_airport;Pegasus Ranch Airport;230;NA;US;US-GA;Rocky Ford;no;0GE9;;0GE9;;;2000;100;TURF;0;0
-102.086.985.072;49.273.985.201;765;7199;0H7;small_airport;Kahoka Municipal Airport;700;NA;US;US-MO;Kahoka;no;;;0H7;;;2680;115;TURF-G;0;0
-96.958.943.556;47.901.865.908;766;7200;0I2;small_airport;Brazil Clay County Airport;645;NA;US;US-IN;Brazil;no;0I2;;0I2;;;2941;40;ASPH-G;1;0
-103.633.993.896;50.591.970.665;767;7201;0IA0;heliport;Knoxville Area Community Hospital Heliport;927;NA;US;US-IA;Knoxville;no;0IA0;;0IA0;;;65;65;CONC;0;0
-105.606.910.034;51.697.165.085;768;7202;0IA1;heliport;St Anthony Regional Hospital Heliport;1300;NA;US;US-IA;Carroll;no;0IA1;;0IA1;;;42;42;CONC-G;0;0
-105.685.164.565;51.184.575.165;769;7203;0IA2;heliport;Audubon County Memorial Hospital Heliport;1320;NA;US;US-IA;Audubon;no;0IA2;;0IA2;;;60;50;CONC;0;0
-101.356.510.174;50.172.696.249;770;7205;0IA4;small_airport;Sharar Field;700;NA;US;US-IA;Mediapolis;no;0IA4;;0IA4;;;3000;100;TURF;1;0
-103.819.566.015;49.935.094.309;771;7206;0IA5;small_airport;Moore Private Airport;1060;NA;US;US-IA;Millerton;no;0IA5;;0IA5;;;2000;60;TURF;0;0
-10.273.664.896;5.110.139.378;772;7207;0IA6;closed;Rinehart Airport;920;NA;US;US-IA;Victor;no;;;;;;2600;80;TURF;0;0
-105.160.076.153;50.180.808.731;773;7208;0IA7;heliport;Cromwell Heliport;1300;NA;US;US-IA;Cromwell;no;0IA7;;0IA7;;;145;145;CONC;0;0
-102.136.745.387;51.951.942.578;774;7209;0IA8;small_airport;Hannen Airport;925;NA;US;US-IA;Center Point;no;0IA8;;0IA8;;;1280;70;TURF;0;0
-101.634.808.901;49.877.992.784;775;7210;0IA9;heliport;Army Reserve Heliport;725;NA;US;US-IA;Middleton;no;0IA9;;0IA9;;;50;50;TURF;0;0
-128.136.528.781;54.047.322.787;776;7211;0ID0;small_airport;South Fork Ranch Airport;4861;NA;US;US-ID;Featherville;no;0ID0;;0ID0;;;3000;80;TURF;0;0
-127.577.706.161;52.575.174.702;777;7212;0ID1;small_airport;Ziggy's Airport;3225;NA;US;US-ID;Filer;no;0ID1;;0ID1;;;1900;75;TURF-G;0;0
-128.766.590.712;53.235.167.877;778;7214;0ID3;small_airport;Coyote Run Airport;3150;NA;US;US-ID;Mountain Home;no;0ID3;;0ID3;;;2640;50;DIRT;0;0
-12.742.742.247;53.192.349.378;779;7215;0ID4;small_airport;Black Butte Ranch Airport;4020;NA;US;US-ID;Shoshone;no;0ID4;;0ID4;;;3150;80;TURF;0;0
-129.644.903.126;53.200.577.933;780;7216;0ID5;small_airport;Ez Lope Ranch Airport;3130;NA;US;US-ID;Oreana;no;0ID5;;0ID5;;;1460;40;TURF-DIRT-F;0;0
-126.783.352.141;56.489.229.428;781;7217;0ID6;heliport;Steele Memorial Heliport;4004;NA;US;US-ID;Salmon;no;67ID;;67ID;;;40;40;CONC;1;0
-129.980.190.768;53.470.930.324;782;45394;0ID7;small_airport;Z X Ranch Airport;3820;NA;US;US-ID;Murphy;no;0ID7;;0ID7;;;2600;50;DIRT;0;0
-129.331.499.813;5.744.478.355;783;45387;0ID8;small_airport;Pinnacle Airport;3800;NA;US;US-ID;Grangeville;no;0ID8;;0ID8;;;800;50;TURF;0;0
-12.965.506.995;5.907.096.133;784;329280;0ID9;small_airport;Corral Creek Airport;2895;NA;US;US-ID;Helmer;no;0ID9;;0ID9;;;2308;60;Turf/Dirt;0;0
-94.903.592.878;49.035.608.493;785;7218;0II0;small_airport;Chuck's Airport;955;NA;US;US-IN;Albany;no;0II0;;0II0;;;1500;50;TURF;0;0
-95.905.411.994;49.283.491.081;786;7219;0II1;small_airport;Unsicker Airport;816;NA;US;US-IN;Bremen;no;0II1;;0II1;;;1300;60;TURF;0;0
-95.873.240.499;50.800.288.579;787;7220;0II2;small_airport;Creighton Airport;820;NA;US;US-IN;Bremen;no;0II2;;0II2;;;1300;75;TURF;0;0
-95.776.845.303;49.575.962.924;788;7221;0II3;closed;Miller Strip;810;NA;US;US-IN;Bunker Hill;no;;;;;;2400;50;TURF;0;0
-95.545.181.266;5.107.666.689;789;7223;0II6;small_airport;Kropf Airport;810;NA;US;US-IN;Goshen;no;0II6;;0II6;;;3000;100;TURF;0;0
-95.496.652.246;48.362.838.633;790;7224;0II7;small_airport;Frost Field;900;NA;US;US-IN;Greenfield;no;0II7;;0II7;;;2500;100;TURF;0;0
-97.377.725.048;50.603.680.685;791;7225;0II8;small_airport;Sutton's Field;740;NA;US;US-IN;Lowell;no;0II8;;0II8;;;1400;100;TURF-G;0;0
-96.377.300.235;47.984.824.053;792;7226;0II9;small_airport;Winters Airport;755;NA;US;US-IN;Hall;no;0II9;;0II9;;;1600;75;TURF;0;0
-98.561.055.175;45.916.809.275;793;7227;0IL0;heliport;Hamilton Memorial Hospital Heliport;440;NA;US;US-IL;Mc Leansboro;no;0IL0;;0IL0;;;30;30;CONC-G;0;0
-97.779.036.432;51.401.657.904;794;7228;0IL1;heliport;Loyola University Medical Center Heliport;623;NA;US;US-IL;Broadview;no;0IL1;;0IL1;;;90;90;CONC;0;0
-99.071.873.287;46.935.001.682;795;45950;0IL2;small_airport;Griffin Airport;541;NA;US;US-IL;Alma;no;0IL2;;0IL2;;;1600;100;TURF-G;0;0
-97.598.806.956;48.887.835.349;796;7229;0IL3;closed;Flying B Ranch Airport;696;NA;US;US-IL;Danville;no;;;;;;1800;200;TURF;0;0
-97.969.697.895;51.338.665.759;797;7230;0IL4;heliport;Advocate Good Samaritan Hospital Heliport;772;NA;US;US-IL;Downers Grove;no;0IL4;;0IL4;;;40;40;CONC-G;0;0
-98.759.647.068;51.554.536.695;798;7231;0IL6;heliport;Kishwaukee Community Hospital Heliport;852;NA;US;US-IL;De Kalb;no;0IL6;;0IL6;;;40;40;CONC;1;0
-9.856.974.446;48.344.463.336;799;352229;0IL7;small_airport;Davis Restricted Landing Area;682;NA;US;US-IL;Hammond;no;0IL7;;0IL7;;;2024;100;Turf;0;0
-98.766.772.166;51.418.998.045;800;7232;0IL8;small_airport;Walter Airport;890;NA;US;US-IL;DeKalb;no;0IL8;;0IL8;;;1600;100;TURF;0;0
-98.836.694.165;51.390.893.943;801;7233;0IL9;small_airport;Jack W Watson Airport;880;NA;US;US-IL;DeKalb;no;0IL9;;0IL9;;;2800;100;TURF;0;0
-97.511.311.493;46.503.018.367;802;7234;0IN1;small_airport;Snider Field;400;NA;US;US-IN;Decker;no;0IN1;;0IN1;;;2000;75;TURF;0;0
-94.717.410.714;49.869.753.972;803;7235;0IN2;small_airport;The Lazy K Airport;835;NA;US;US-IN;Tocsin;no;0IN2;;0IN2;;;1300;60;TURF;0;0
-96.474.995.508;50.290.286.242;804;7236;0IN3;closed;Graves Landing Strip;704;NA;US;US-IN;Winamac;no;;;;;;2200;50;TURF;0;0
-94.569.587.651;50.311.520.737;805;7237;0IN4;small_airport;Air Park Field;750;NA;US;US-IN;New Haven;no;0IN4;;0IN4;;;2440;30;ASPH;0;0
-95.771.977.301;46.260.609.417;806;7238;0IN5;small_airport;Byrne Field;800;NA;US;US-IN;Byrneville;no;0IN5;;0IN5;;;1200;150;TURF;0;0
-95.986.452.111;48.546.867.188;807;7239;0IN7;closed;Roto-Whirl/Holiday Heliport;875;NA;US;US-IN;Indianapolis;no;;;;;;50;50;ASPH;0;0
-95.866.783.659;48.423.271.054;808;7240;0IN8;closed;Roto-Whirl/Vantage Heliport;726;NA;US;US-IN;Indianapolis;no;;;;;;50;50;TURF;0;0
-97.907.051.468;4.578.451.009;809;7241;0IN9;small_airport;Parrish Airport;390;NA;US;US-IN;Mount Vernon;no;0IN9;;0IN9;;;2400;100;TURF;0;0
-100.823.625.184;50.835.646.253;810;7242;0IS0;heliport;Trinity Medical Center West Heliport;664;NA;US;US-IL;Rock Island;no;0IS0;;0IS0;;;40;40;ASPH;0;0
-97.797.067.078;51.749.358.157;811;7243;0IS2;heliport;Evanston/Glenbrook Heliport;678;NA;US;US-IL;Glenview;no;0IS2;;0IS2;;;60;60;CONC;1;0
-99.846.462.708;51.103.037.176;812;7244;0IS3;small_airport;Cady Aerial RLA Restricted Landing Area;630;NA;US;US-IL;Deer Grove;no;0IS3;;0IS3;;;2500;60;TURF-GRVL;0;0
-9.870.866.357;48.314.893.213;813;7245;0IS4;small_airport;Dawson Farms Airport;670;NA;US;US-IL;Lovington;no;0IS4;;0IS4;;;2415;60;TURF;0;0
-99.256.462.272;44.901.900.537;814;7246;0IS6;heliport;Dongola Heliport;383;NA;US;US-IL;Dongola;no;0IS6;;0IS6;;;100;100;CONC;0;0
-99.300.218.225;51.173.988.767;815;7248;0IS9;heliport;Bernardin Heliport;830;NA;US;US-IL;West Brooklyn;no;0IS9;;0IS9;;;500;500;TURF;0;0
-9.488.690.052;3.710.930.337;816;7249;0J0;small_airport;Abbeville Municipal Airport;468;NA;US;US-AL;Abbeville;no;;;0J0;;;2915;80;ASPH-G;1;0
-91.848.261.928;34.545.412.102;817;7250;0J8;small_airport;Flying Ten Airport;85;NA;US;US-FL;Archer;no;0J8;;0J8;;;3200;170;TURF-F;1;0
-93.232.972.299;46.392.659.849;818;345693;0JY9;heliport;Fleming County Hospital Heliport;943;NA;US;US-KY;Flemingsburg;no;0JY9;;0JY9;;;50;40;CON;0;0
-106.399.690.275;4.325.210.024;819;7251;0K6;small_airport;Dobie's Airport;610;NA;US;US-OK;Inola;no;;;0K6;;;1575;150;TURF-G;0;0
-106.783.556.168;46.692.803.458;820;7252;0KS0;small_airport;J V Ranch Airport;1180;NA;US;US-KS;Osage City;no;0KS0;;0KS0;;;2600;100;TURF;0;0
-10.609.760.146;46.588.400.373;821;7253;0KS2;closed;Kellie Mann Airfield;1045;NA;US;US-KS;Ottawa;no;;;;;;2400;150;Turf;0;0
-106.165.460.708;4.694.097.705;822;7255;0KS4;small_airport;Norris Airport;1065;NA;US;US-KS;Lawrence;no;0KS4;;0KS4;;;2000;65;TURF;0;0
-108.333.681.638;45.023.267.546;823;7256;0KS6;closed;Kendrigan Airport;1240;NA;US;US-KS;Peck;no;;;;;;2295;100;TURF;0;0
-10.896.664.016;45.361.189.959;824;7257;0KS7;small_airport;Mono Aircraft Airport;1450;NA;US;US-KS;Cheney;no;0KS7;;0KS7;;;2000;75;TURF;0;0
-106.170.633.117;44.925.572.675;825;7258;0KS8;small_airport;Pearce Field;950;NA;US;US-KS;Parsons;no;0KS8;;0KS8;;;1700;60;TURF;0;0
-107.890.627.621;45.112.625.935;826;7259;0KS9;small_airport;Lmn 120 Airport;1330;NA;US;US-KS;Douglas;no;0KS9;;0KS9;;;3000;150;TURF;0;0
-94.375.439.943;46.677.838.796;827;7260;0KY0;small_airport;Owen Air Park;890;NA;US;US-KY;Owenton;no;0KY0;;0KY0;;;2300;70;TURF;0;0
-96.423.052.043;4.406.484.381;828;7261;0KY1;small_airport;Arnemann Farms Airport;504;NA;US;US-KY;Franklin;no;0KY1;;0KY1;;;3200;75;ASPH;0;0
-96.667.064.516;4.509.817.184;829;7262;0KY2;heliport;Mgt Station 2105 Heliport;540;NA;US;US-KY;Hartford;no;0KY2;;0KY2;;;35;35;CONC;0;0
-93.455.823.901;46.590.397.708;830;7263;0KY3;closed;Tennessee Gas Heliport;604;NA;US;US-KY;Load;no;;;;;;30;30;CONC;0;0
-96.939.129.379;4518071.55;831;7264;0KY4;small_airport;Cambron Field;427;NA;US;US-KY;Owensboro;no;0KY4;;0KY4;;;1675;75;TURF;0;0
-96.154.911.897;44.129.824.175;832;7265;0KY5;small_airport;Boyce Wafer Farm Airport;600;NA;US;US-KY;Alvaton;no;;;0KY5;;;2800;100;TURF;0;0
-91.924.851.397;46.173.971.041;833;7266;0KY6;closed;Tennessee Gas Heliport;560;NA;US;US-KY;Burnaugh;no;;;;;;80;20;ASPH;0;0
-99.072.784.093;43.885.045.823;834;7267;0KY7;small_airport;Clinton-Hickman County Airport;360;NA;US;US-KY;Clinton;no;0KY7;;0KY7;;;2200;60;TURF;0;0
-93.214.599.017;4.455.455.431;835;7268;0KY8;closed;Sky Airport;850;NA;US;US-KY;Manchester;no;;;;;;2300;60;TURF;0;0
-130.456.426.562;45.070.393.455;836;7270;0L4;small_airport;Lida Junction Airport;4684;NA;US;US-NV;Goldfield;no;0L4;;0L4;;;6100;80;DIRT-G;0;0
-103.133.156.741;37.533.154.918;837;7272;0L6;heliport;Winn Parish Medical Center Heliport;140;NA;US;US-LA;Winnfield;no;K0L6;;0L6;;;50;50;CONC-G;1;0
-103.973.523.162;3.504.001.672;838;7273;0LA0;heliport;West Hackberry Heliport;10;NA;US;US-LA;Hackberry;no;0LA0;;0LA0;;;25;25;CONC;0;0
-10.127.112.152;35.330.713.691;839;7274;0LA1;small_airport;Double H Ranch Airport;15;NA;US;US-LA;Gonzales;no;0LA1;;0LA1;;;3000;100;TURF;0;0
-10.449.949.886;38.620.745.616;840;7276;0LA3;small_airport;Belcher Airpatch Airport;280;NA;US;US-LA;Belcher;no;0LA3;;0LA3;;;2700;180;TURF;0;0
-104.628.074.435;38.772.795.597;841;7277;0LA4;heliport;North Caddo Medical Center Heliport;200;NA;US;US-LA;Vivian;no;0LA4;;0LA4;;;40;40;CONC;1;0
-100.148.068.936;34.086.355.702;842;7278;0LA5;heliport;Conoco Inc Heliport;3;NA;US;US-LA;Grand Isle;no;0LA5;;0LA5;;;400;400;CONC;0;0
-100.151.162.504;34.081.085.992;843;7280;0LA7;heliport;Exxon Heliport;6;NA;US;US-LA;Grand Isle;no;0LA7;;0LA7;;;750;25;ASPH;1;0
-103.214.090.464;3.796.559.184;844;7281;0LA8;heliport;Jackson Parish Hospital Heliport;183;NA;US;US-LA;Jonesboro;no;0LA8;;0LA8;;;50;50;CONC;0;0
-101.146.563.136;35.791.380.556;845;7282;0LA9;small_airport;Rebel Field;74;NA;US;US-LA;Watson;no;0LA9;;0LA9;;;2200;100;TURF;0;0
-98.771.283.945;5.200.797.147;846;7283;0LL0;small_airport;Kaufield Airport;783;NA;US;US-IL;Belvidere;no;0LL0;;0LL0;;;2030;70;TURF;1;0
-100.536.417.298;47.351.739.299;847;7284;0LL1;small_airport;Jerseyville Aviation Inc Airport;604;NA;US;US-IL;Jerseyville;no;0LL1;;0LL1;;;2500;120;TURF;0;0
-100.611.334.078;49.739.053.078;848;7285;0LL2;small_airport;Murk's Strip;700;NA;US;US-IL;St. Augustine;no;0LL2;;0LL2;;;2600;75;TURF;0;0
-100.568.367.975;47.295.529.592;849;7286;0LL3;small_airport;Koenig Airport;614;NA;US;US-IL;Jerseyville;no;0LL3;;0LL3;;;2000;100;TURF;0;0
-99.211.381.412;50.743.717.226;850;7287;0LL4;small_airport;Flaherty Field;664;NA;US;US-IL;La Salle;no;0LL4;;0LL4;;;2143;100;TURF;0;0
-98.048.425.998;48.819.401.677;851;7288;0LL5;small_airport;Busboom RLA Restricted Landing Area;675;NA;US;US-IL;St Joseph;no;0LL5;;0LL5;;;2230;70;TURF;0;0
-98.637.526.175;51.159.075.364;852;7289;0LL6;small_airport;Gord Airport;710;NA;US;US-IL;Sandwich;no;0LL6;;0LL6;;;2600;70;TURF;0;0
-98.652.776.555;51.098.854.838;853;7290;0LL7;heliport;Northwestern Medicine Valley West Hospital Heliport;670;NA;US;US-IL;Sandwich;no;0LL7;;0LL7;;;40;40;ASPH;0;0
-100.472.183.426;51.884.914.373;854;7291;0LL9;closed;Savanna Army Depot Helipad;650;NA;US;US-IL;Savanna;no;;;;;;100;100;CONC;1;0
-101.006.632.416;34.714.165.863;855;7292;0LS0;small_airport;Theriot Field;13;NA;US;US-LA;Thibodaux;no;0LS0;;0LS0;;;3000;144;TURF;0;0
-99.491.123.949;34.134.637.076;856;7295;0LS3;heliport;Evergreen Venice Heliport;;NA;US;US-LA;Venice;no;0LS3;;0LS3;;;100;100;TURF;0;0
-102.623.215.512;36.079.301.676;857;7296;0LS4;closed;Buller's Airstrip;47;NA;US;US-LA;Bunkie;no;;;;;;1700;60;TURF-G;0;0
-102.559.255.785;35.426.573.561;858;7297;0LS5;small_airport;Trahan Ultralightport;40;NA;US;US-LA;Carencro;no;0LS5;;0LS5;;;650;250;TURF;0;0
-101.839.745.066;35.825.653.671;859;7299;0LS7;small_airport;Morgan Field;36;NA;US;US-LA;New Roads;no;0LS7;;0LS7;;;3000;100;TURF-G;0;0
-103.461.781.271;35.403.400.433;860;7300;0LS8;small_airport;Lonesome Dove Airfield;34;NA;US;US-LA;Woodlawn;no;0LS8;;0LS8;;;2500;140;TURF;0;0
-102.398.981.322;38.309.194.369;861;7301;0LS9;small_airport;Huenefeld Airport;72;NA;US;US-LA;Monroe;no;0LS9;;0LS9;;;1530;75;TURF-GRVL-P;0;0
-79.113.806.986;52.156.099.685;862;7302;0MA1;heliport;Massachusetts General Hospital Heliport;214;NA;US;US-MA;Boston;no;0MA1;;0MA1;;;60;60;ASPH;0;0
-79.885.985.903;52.423.513.632;863;7303;0MA2;heliport;Healthalliance Hospital-Leominster Heliport;450;NA;US;US-MA;Leominster;no;0MA2;;0MA2;;;60;60;ASPH;0;0
